,Unnamed: 0,id,spkid,full_name,pdes,name,prefix,neo,pha,H,G,M1,M2,K1,K2,PC,diameter,extent,albedo,rot_per,GM,BV,UB,IR,spec_B,spec_T,H_sigma,diameter_sigma,orbit_id,epoch,epoch_mjd,epoch_cal,equinox,e,a,q,i,om,w,ma,ad,n,tp,tp_cal,per,per_y,moid,moid_ld,moid_jup,t_jup,sigma_e,sigma_a,sigma_q,sigma_i,sigma_om,sigma_w,sigma_ma,sigma_ad,sigma_n,sigma_tp,sigma_per,class,producer,data_arc,first_obs,last_obs,n_obs_used,n_del_obs_used,n_dop_obs_used,condition_code,rms,two_body,A1,A2,A3,DT,Object,Orbit ID,H (mag),Estimated Diameter (m),OCC,"Min. delta-V [delta-V, dur.] (km/s), (d)","Min. Duration [delta-V, dur.] (km/s), (d)",Viable Trajectories,Next Optical Opportunity (yyyy-mm [Vp]),Next Goldstone Radar Opportunity (yyyy-mm [SNR]),spec_B_clean,new_spec,diameter_clean,est_volume,est_density,est_mass,est_mass_th_tonnes
0,0,a0003361,2003361,  3361 Orpheus (1982 HR),3361,Orpheus,,Y,Y,19.03,,,,,,,0.3,,0.357,3.532,,1.022,0.503,,,,,,131,2455844.5,55844.0,20111010.0,J2000,0.3227518287897363,1.209662179044611,0.8192414985401851,2.685064194243215,189.5305493597428,301.6952075146929,102.829901808569,1.600082859549036,0.7408118495067914,2455705.692957595,20110524.1929576,485.9533500168449,1.3304677618531,0.0135908,5.289131636,3.45075,5.213,3.7127e-08,1.1101e-09,4.5113e-08,4.0392e-06,4.38e-05,4.4104e-05,7.9289e-06,1.4683e-09,1.0197e-09,1.0813e-05,6.6891e-07,APO,Otto Matic,13173.0,1982-04-24,2018-05-18,870.0,,,0.0,0.47357,,,2.0951896082863453e-14,,,3361 Orpheus (1982 HR),133,19.0,272 - 1216,0,"9.150, 354","9.946, 322",17332,2021-05 [14.3],2021-11 [69],nan,S,744.0,215634094.25608748,2.71,97394633285.91876,97394.63328591875
1,1,a0025143,2025143, 25143 Itokawa (1998 SF36),25143,Itokawa,,Y,Y,19.2,,,,,,,0.33,0.535x0.294x0.209,,12.132,2.1e-09,,,,S(IV),,,,186,2458600.5,58600.0,20190427.0,J2000,0.2801450925906586,1.324142659060737,0.953190591234926,1.621353986696963,69.08061743083834,162.8243015630173,288.8764120003307,1.695094726886548,0.6468475061776531,2458710.4541813494,20190814.9541813,556.5453937162247,1.52373824426071,0.0130949,5.096142233,3.29703,4.898,1.4499e-09,2.3566e-09,3.5681e-09,2.1697e-07,5.4038e-06,5.4419e-06,9.8302e-06,3.0168e-09,1.7268e-09,1.5491e-05,1.4857e-06,APO,Otto Matic,7349.0,1998-09-19,2018-11-02,844.0,19.0,18.0,0.0,0.4543,,,,,,25143 Itokawa (1998 SF36),198,18.9,282 - 1262,0,"9.409, 210","9.873, 178",21559,2021-06 [19.5],2033-03 [22],S,S,772.0,240907612.34600827,2.71,108810377.47389908,108.81037747389908
2,2,a0089136,2089136, 89136 (2001 US16),89136,,,Y,Y,20.2,,,,,,,,,,14.39,,,,,,,,,157,2458600.5,58600.0,20190427.0,J2000,0.2529262062159184,1.356083655838246,1.013094561455665,1.905243746337886,175.9607397933109,67.1206748257975,164.2774156013511,1.699072750220826,0.6241289841171009,2458337.289317942,20180806.7893179,576.8038485013792,1.57920287064033,0.0285322,11.103876274,3.31437,4.824,7.6418e-09,9.8302e-10,1.0108e-08,1.2141e-06,3.1237e-05,3.0983e-05,6.384e-06,1.2316e-09,6.7864e-10,9.9635e-06,6.2718e-07,APO,Otto Matic,5913.0,2001-10-18,2017-12-26,1248.0,2.0,2.0,0.0,0.43377,,,,,,89136 (2001 US16),169,20.2,159 - 709,0,"9.308, 298","9.905, 138",28990,2022-09 [19.3],2034-05 [1.e3],nan,X,434.0,42802369.403841436,5.32,37951848883.23817,37951.84888323816
3,3,a0099942,2099942, 99942 Apophis (2004 MN4),99942,Apophis,,Y,Y,19.7,0.25,,,,,,0.325,,0.23,30.4,,,,,Sq,,0.4,0.015,JPL 199,2454733.5,54733.0,20080924.0,J2000,0.1911953048308701,0.9224383019077086,0.7460724295867941,3.331369520013644,204.4460289189818,126.401879524849,180.429373045644,1.098804174228623,1.112495037603281,2454894.9125195034,20090304.4125195,323.596949048484,0.885960161665938,0.000315683,0.12285435311,4.12582,6.466,5.3461e-09,4.1547e-10,4.7439e-09,3.5025e-07,2.1065e-05,2.0643e-05,5.4642e-06,4.9491e-10,7.5161e-10,5.0014e-06,2.1863e-07,ATE,Giorgini,3946.0,2004-03-15,2015-01-03,4481.0,17.0,29.0,0.0,0.2745,,,-5.59284005405706e-14,,,99942 Apophis (2004 MN4),214,19.7,200 - 893,0,"6.049, 354","9.789, 202",272315,2021-05 [19.6],2029-04 [8.e10],Sq,Sq,546.5,85461226.47012715,2.71,38599962931.723404,38599.9629317234
4,4,a0101955,2101955,101955 Bennu (1999 RQ36),101955,Bennu,,Y,Y,20.19,-0.08,,,,,,0.492,0.565 x 0.535 x 0.508,0.046,4.297,5.2e-09,0.64,0.16,-0.33,B,,0.06,0.02,JPL 97,2455562.5,55562.0,20110101.0,J2000,0.2037451084785423,1.126391025934071,0.8968943641658774,6.034939533607825,2.060867329373625,66.22306846088361,101.7039479473255,1.355887687702265,0.8244613502889271,2455439.141945785,20100830.6419458,436.6487281348487,1.19547906402423,0.0032228,1.254217076,3.87795,5.525,2.2082e-08,4.0261e-11,2.486e-08,2.8213e-06,3.9444e-06,6.0706e-06,2.6478e-06,4.8464e-11,4.4203e-11,3.2088e-06,2.3411e-08,APO,Otto Matic,6821.0,1999-09-11,2018-05-15,518.0,22.0,7.0,0.0,0.27502,,,-4.6144251688159237e-14,,,101955 Bennu (1999 RQ36),97,20.2,159 - 713,0,"7.052, 354","9.906, 282",47754,none,none,B,B,436.0,43396838.320914514,1.38,9981103888.876463,9981.103888876463
5,5,a0138404,2138404,138404 (2000 HA24),138404,,,Y,Y,19.1,,,,,,,,,,3.908,,,,,,,,,82,2458600.5,58600.0,20190427.0,J2000,0.3187431089391378,1.138985704792491,0.7759418602096972,2.164774212331269,309.4071124871397,142.1158200774412,317.834345853335,1.502029549375284,0.8108241283335053,2458652.503452627,20190618.0034526,443.9927074443523,1.21558578355743,0.0272907,10.620721719,3.6838,5.455,4.0824e-08,2.6325e-09,4.645e-08,3.7533e-06,0.00014847,0.00014856,1.8435e-05,3.4715e-09,2.811e-09,2.2616e-05,1.5393e-06,APO,Otto Matic,12726.0,1982-07-20,2017-05-23,319.0,,,0.0,0.47722,,,,,,138404 (2000 HA24),84,19.1,263 - 1177,0,"9.868, 354","9.868, 354",13174,2021-05 [17.7],2034-03 [390],nan,X,720.0,195432195.79451382,5.32,173283166.82003433,173.28316682003432
6,6,a0141424,2141424,141424 (2002 CD),141424,,,Y,N,20.5,,,,,,,,,,,,,,,,,,,71,2458600.5,58600.0,20190427.0,J2000,0.1767365935660996,0.979914658521119,0.8067278797886087,6.875922242527864,8.684955681417113,331.7854999215268,46.63697011865526,1.153101437253629,1.016065469725408,2458554.600428065,20190312.1004281,354.3078775202252,0.970042101355853,0.0729855,28.403767035,4.10454,6.158,4.6418e-07,5.4033e-08,4.9903e-07,1.4638e-05,2.0501e-05,5.4292e-05,0.00051805,6.3583e-08,8.404e-08,0.00050608,2.9305e-05,ATE,Otto Matic,2001.0,2002-02-01,2007-07-26,297.0,,,1.0,0.55368,,,,,,141424 (2002 CD),72,20.5,138 - 618,1,"9.480, 354","9.987, 330",118067,2029-02 [22.6],none,nan,Sq,378.0,28279649.45707801,2.71,12773451077.471207,12773.451077471205
7,7,a0162173,2162173,162173 Ryugu (1999 JU3),162173,Ryugu,,Y,Y,19.3,,,,,,,,,,7.627,,,,,Cg,,,,JPL 120,2455907.5,55907.0,20111212.0,J2000,0.1902257533711703,1.189600821984975,0.9633081094119196,5.883742390778817,251.6197109778495,211.4258497031505,3.983244739497243,1.41589353455803,0.7596301443702679,2455902.2563366606,20111206.7563367,473.9148422005283,1.2975081237523,0.000638309,0.24841071353,3.70038,5.308,4.0878e-08,3.3264e-09,4.7907e-08,3.9603e-06,3.7157e-05,4.1484e-05,2.5274e-05,3.9592e-09,3.1861e-09,3.3258e-05,1.9878e-06,APO,Davide Farnocchia,11075.0,1986-04-14,2016-08-09,725.0,,,0.0,0.35206,,,-3.3718801801525103e-14,,,162173 Ryugu (1999 JU3),235,19.4,230 - 1030,0,"8.508, 354","9.877, 130",77628,2021-05 [19.0],2033-12 [190],Cg,Cg,630.0,130924303.04202783,1.38,30112390502.317043,30112.39050231704
8,8,a0163899,2163899,163899 (2003 SD220),163899,,,Y,Y,17.3,,,,,,,,,,285.0,,,,,,,,,83,2458600.5,58600.0,20190427.0,J2000,0.2106892852697895,0.8266952908383669,0.6525194508757306,8.51484562925109,273.916835765691,326.9304240854331,28.01244242270629,1.000871130801003,1.311251138553568,2458579.1368594086,20190405.6368594,274.5469494097932,0.75166858154632,0.0181259,7.054056503,4.00548,7.065,5.0735e-08,1.6591e-08,4.9182e-08,6.3977e-06,2.4854e-05,4.2419e-05,3.4964e-05,2.0087e-08,3.9474e-08,2.6459e-05,8.265e-06,ATE,Otto Matic,6868.0,2000-01-06,2018-10-26,455.0,4.0,2.0,0.0,0.32629,,,,,,163899 (2003 SD220),126,17.7,511 - 2285,0,"9.851, 178","9.913, 170",2535,2021-10 [13.6],2021-12 [1.2e4],nan,S,1398.0,1430606310.9113357,2.71,646157224.8751063,646.1572248751063
9,9,a0207945,2207945,207945 (1991 JW),207945,,,Y,Y,19.5,,,,,,,0.423,,0.161,3.15,,,,,,,,0.029,73,2458600.5,58600.0,20190427.0,J2000,0.1186532005847959,1.039065132184741,0.9157767286349572,8.710223901773091,53.86931825007935,301.9411697727052,31.07807954651415,1.162353535734524,0.9305504354115752,2458567.1024770243,20190324.602477,386.8678002829312,1.05918631152069,0.020229,7.87251993,4.03229,5.885,4.3067e-08,3.4435e-09,4.3775e-08,7.1988e-06,1.5767e-05,3.2994e-05,2.4566e-05,3.852e-09,4.6258e-09,2.6407e-05,1.9231e-06,APO,Otto Matic,20491.0,1955-04-16,2011-05-23,339.0,,,0.0,0.48646,,,,,,207945 (1991 JW),74,19.3,240 - 1074,0,"7.545, 354","9.860, 218",150606,2024-01 [21.4],none,nan,B,657.0,148489153.34256718,1.38,34152017731.042088,34152.017731042084
10,10,a0208023,2208023,208023 (1999 AQ10),208023,,,Y,Y,20.5,,,,,,,,,,2.67,,,,,S:,,,,121,2458600.5,58600.0,20190427.0,J2000,0.2356714923023714,0.9342667442283616,0.7140867064075856,6.49893883129147,327.0941565231244,300.4704125806811,10.05838160158915,1.154446782049138,1.091434653419252,2458591.284256693,20190417.7842567,329.8410938961761,0.903055698552159,0.00605709,2.3572377153,3.91687,6.388,2.5451e-08,6.3153e-10,2.3458e-08,2.3061e-06,4.8305e-06,7.1152e-06,5.0125e-06,7.8036e-10,1.1066e-09,4.59e-06,3.3444e-07,ATE,Otto Matic,6983.0,1999-01-14,2018-02-26,446.0,3.0,0.0,0.0,0.3988,,,,,,208023 (1999 AQ10),122,20.5,138 - 618,0,"9.631, 354","9.970, 330",32890,2024-11 [22.4],none,S,S,378.0,28279649.45707801,2.71,12773396796.442429,12773.396796442428
11,11,a0216985,2216985,216985 (2000 QK130),216985,,,Y,Y,21.0,,,,,,,,,,,,,,,,,,,58,2458600.5,58600.0,20190427.0,J2000,0.2618496410477337,1.180624423105028,0.8714783417027889,4.722158637460984,173.8848409963729,66.29654730168403,261.3823425960957,1.489770504507268,0.7683099000400307,2458728.856614172,20190902.3566142,468.5609283197355,1.28284990641954,0.00032467,0.1263518239,3.51755,5.324,3.5184e-08,1.3284e-09,4.2178e-08,4.1932e-06,3.8333e-05,4.5244e-05,2.7225e-05,1.6763e-09,1.2967e-09,3.5565e-05,7.9082e-07,APO,Otto Matic,6641.0,2000-08-09,2018-10-15,243.0,,,0.0,0.58459,,,,,,216985 (2000 QK130),60,21.1,105 - 469,0,"8.336, 346","9.880, 314",8465,2021-11 [22.7],2036-03 [1.2e4],nan,X,287.0,12377824.26606255,5.32,10975257000.290636,10975.257000290636
12,12,a0225312,2225312,225312 (1996 XB27),225312,,,Y,N,21.7,,,,,,,,,,,,,,,,,,,73,2458600.5,58600.0,20190427.0,J2000,0.0578932803580949,1.188882993580709,1.12005465712037,2.464530293671399,179.41241054722,58.18180665589539,291.6601001900357,1.257711330041048,0.7603182268781361,2458690.3832849115,20190725.8832849,473.4859526887296,1.29633388826483,0.114974,44.74443158,3.7146,5.33,4.248e-08,1.2906e-09,4.976e-08,1.8132e-06,5.3022e-05,5.6218e-05,1.6391e-05,1.3653e-09,1.238e-09,2.1577e-05,7.7098e-07,AMO,Otto Matic,7995.0,1996-12-12,2018-11-02,194.0,,,0.0,0.63348,,,,,,225312 (1996 XB27),77,21.7,80 - 356,0,"8.449, 354","9.962, 298",137525,2022-08 [23.7],none,nan,S,218.0,5424604.790114314,2.71,2449852321.924294,2449.852321924294
13,13,a0228502,2228502,228502 (2001 TE2),228502,,,Y,N,20.0,,,,,,,0.302,,0.194,,,,,,,,,0.048,35,2458600.5,58600.0,20190427.0,J2000,0.1967019304352187,1.083594568326441,0.8704494249275124,7.625049894067866,171.1403565388669,35.76960814955272,13.233352558375,1.296739711725369,0.8737835106565028,2458585.355112969,20190411.855113,412.0013660243141,1.12799826426917,0.0656095,25.533249115,3.66435,5.689,1.9289e-07,7.6922e-09,2.0626e-07,1.5139e-05,8.7176e-05,9.3308e-05,8.2488e-05,9.2052e-09,9.3041e-09,9.4276e-05,4.387e-06,APO,Otto Matic,3609.0,2000-12-24,2010-11-11,113.0,,,0.0,0.53351,,,,,,228502 (2001 TE2),68,20.3,154 - 690,0,"8.469, 354","9.909, 322",24481,2026-07 [23.0],none,nan,C,422.0,39349206.15723922,1.38,9050018431.862814,9050.018431862814
14,14,a0251732,2251732,251732 (1998 HG49),251732,,,Y,N,21.7,,,,,,,,,,,,,,,,,,,38,2458600.5,58600.0,20190427.0,J2000,0.1125065111906463,1.200519512501673,1.065453250533814,4.195438284023868,44.82284642206676,324.2868991024046,190.1348842029767,1.335585774469531,0.7492905219635948,2458827.2012738287,20191209.7012738,480.4544958830949,1.31541271973469,0.076402,29.73336634,3.88999,5.286,9.6523e-08,3.678e-09,1.1331e-07,4.6511e-06,5.9145e-05,6.391e-05,3.0009e-05,4.0918e-09,3.4434e-09,4.048e-05,2.2079e-06,AMO,Otto Matic,6175.0,1998-04-27,2015-03-24,112.0,,,0.0,0.59211,,,,,,251732 (1998 HG49),42,21.5,87 - 390,0,"8.335, 354","9.986, 242",73002,2022-06 [23.9],none,nan,Cg,238.5,7103359.134106405,1.38,1634260046.7179706,1634.2600467179705
15,15,a0292220,2292220,292220 (2006 SU49),292220,,,Y,Y,19.5,,,,,,,,,,,,,,,,,,,59,2458600.5,58600.0,20190427.0,J2000,0.3119579614031476,1.41251272560265,0.9718681352676436,2.51863872793068,303.1268142703115,198.987831035344,59.51118074785912,1.853157315937656,0.5871046500913576,2458499.1361618177,20190115.6361618,613.1785874017204,1.67879147817035,0.000260324,0.10131029108,3.17064,4.673,3.1093e-07,9.4238e-09,4.3486e-07,9.8077e-06,0.00027476,0.00027568,3.4781e-05,1.2364e-08,5.8754e-09,5.9275e-05,6.1364e-06,APO,Otto Matic,6200.0,2001-10-19,2018-10-10,241.0,,,0.0,0.60267,,,,,,292220 (2006 SU49),62,19.4,229 - 1026,0,"9.537, 178","9.932, 130",4579,2021-05 [20.5],2029-01 [1.2e5],nan,Sr,627.5,129371857.21607147,2.71,58433054733.327675,58433.05473332767
16,16,a0309214,2309214,309214 (2007 LL),309214,,,Y,N,20.4,,,,,,,,,,,,,,,,,,,79,2458600.5,58600.0,20190427.0,J2000,0.1742118981302924,0.9807498550588916,0.8098915612180729,10.05366358600875,247.0743692259784,211.4773178213171,226.4276805956493,1.151608148899711,1.01476783965499,2458732.128451538,20190905.6284515,354.7609472156665,0.971282538578142,0.0840831,32.722620027,3.96714,6.147,5.2358e-07,5.8351e-08,5.6143e-07,2.7262e-05,2.3913e-05,3.8789e-05,0.0003564,6.8517e-08,9.0563e-08,0.00036287,3.1661e-05,ATE,Otto Matic,1179.0,2007-06-08,2010-08-30,409.0,,,1.0,0.42676,,,,,,309214 (2007 LL),80,20.4,145 - 647,1,"9.990, 354","9.990, 354",30030,2035-06 [22.6],none,nan,D,396.0,32515031.57531224,1.38,7478954475.795263,7478.954475795263
17,17,a0326354,2326354,326354 (2000 SJ344),326354,,,Y,N,22.7,,,,,,,,,,,,,,,,,,,JPL 36,2456484.5,56484.0,20130711.0,J2000,0.1745103615109971,1.13991084345043,0.9409845900695898,5.76700347503257,14.9902763987292,18.75790729883494,166.4605028959338,1.33883709683127,0.8098372451950757,2456278.9519051407,20121217.4519051,444.5337654398474,1.21706711961628,0.0463323,18.031141191,3.98703,5.482,3.222e-08,4.2228e-09,3.7425e-08,4.288e-06,4.4219e-05,5.3673e-05,2.8137e-05,4.9598e-09,4.5001e-09,3.5629e-05,2.4702e-06,APO,Otto Matic,6329.0,2000-09-30,2018-01-28,67.0,,,0.0,0.47795,,,-1.694960899212977e-13,,,326354 (2000 SJ344),38,22.7,50 - 224,0,"8.045, 354","9.959, 178",84255,2023-02 [21.4],none,nan,K,137.0,1346357.2824310125,1.38,309561979.7274724,309.5619797274724
18,18,a0329437,2329437,329437 (2002 OA22),329437,,,Y,Y,19.4,,,,,,,,,,2.6214,,,,,,,,,151,2458600.5,58600.0,20190427.0,J2000,0.243120128520442,0.9354097572867052,0.7079928168758859,6.883192257267109,174.1007181858028,318.6325442961821,316.930816071321,1.162826697697525,1.089434765870857,2458640.0335134123,20190605.5335134,330.4465868704203,0.904713447968296,0.0351706,13.687342402,3.86549,6.379,1.5982e-08,1.456e-09,1.4637e-08,2.5411e-06,5.1965e-06,5.091e-06,9.08e-06,1.81e-09,2.5437e-09,8.4236e-06,7.7155e-07,ATE,Otto Matic,4439.0,2002-07-30,2014-09-24,723.0,6.0,0.0,0.0,0.46064,,,,,,329437 (2002 OA22),152,19.4,229 - 1026,0,"9.295, 354","9.992, 338",36004,2021-05 [19.8],2032-09 [240],nan,S,627.5,129371857.21607147,2.71,58432586061.366806,58432.586061366805
19,19,a0341843,2341843,341843 (2008 EV5),341843,,,Y,Y,20.0,,,,,,,0.4,,0.137,3.725,,,,,,,,0.05,106,2458600.5,58600.0,20190427.0,J2000,0.0833816741968992,0.958219336929054,0.8783214043680667,7.437383067432397,93.38202250516932,234.8554024323957,123.9511139217011,1.038117269490041,1.050767611665707,2458482.537557548,20181230.0375575,342.6066772550381,0.93800596099942,0.0139978,5.447523826,4.05326,6.278,3.1573e-08,3.0319e-08,5.4459e-08,1.8328e-06,1.638e-06,2.0817e-05,0.00020758,3.2847e-08,4.9871e-08,0.00019195,1.6261e-05,ATE,Otto Matic,768.0,2008-03-04,2010-04-11,1013.0,4.0,0.0,1.0,0.27032,,,,,,341843 (2008 EV5),107,20.0,174 - 778,1,"6.641, 354","9.959, 146",320843,2021-12 [21.8],2023-12 [260],nan,Sk,476.0,56470220.101661034,2.71,25506131254.721188,25506.131254721186
20,20,a0350462,2350462,350462 (1998 KG3),350462,,,Y,N,22.1,,,,,,,,,,,,,,,,,,,JPL 58,2456387.5,56387.0,20130405.0,J2000,0.118226463532407,1.160326678622454,1.023145358866617,5.505183873741917,207.9789090455562,267.6892282357439,68.29208091081244,1.29750799837829,0.7885580274786843,2456300.8962517264,20130108.3962517,456.5294974563318,1.24990964395984,0.0962225,37.446910325,3.74567,5.418,9.2939e-08,1.5266e-09,1.0809e-07,6.3204e-06,1.5772e-05,4.9417e-05,3.7995e-05,1.7071e-09,1.5562e-09,4.8226e-05,9.0095e-07,AMO,Otto Matic,7299.0,1998-05-22,2018-05-16,220.0,,,0.0,0.50328,,,-6.998560004987722e-14,,,350462 (1998 KG3),60,22.1,66 - 296,0,"8.784, 354","9.973, 186",83828,2022-07 [18.7],none,nan,X,181.0,3104805.127215032,5.32,2752495095.5862765,2752.4950955862764
21,21,a0350523,2350523,350523 (2000 EA14),350523,,,Y,Y,21.1,,,,,,,,,,,,,,,,,,,47,2458600.5,58600.0,20190427.0,J2000,0.2025433568184245,1.11686081298128,0.8906480748210973,3.555621736677451,203.8568330336666,206.0283858413534,169.7390806845877,1.343073551141464,0.8350365670363574,2458397.228565688,20181005.7285657,431.1188446245919,1.18033906810292,0.0435788,16.959561596,3.95894,5.565,3.3149e-08,1.6777e-09,3.7604e-08,3.6115e-06,5.8577e-05,7.1488e-05,3.7665e-05,2.0176e-09,1.8816e-09,4.5131e-05,9.7143e-07,APO,Otto Matic,4790.0,2000-03-03,2013-04-14,139.0,,,0.0,0.51697,,,,,,350523 (2000 EA14),58,21.1,103 - 460,0,"8.354, 234","9.962, 202",140289,2024-04 [23.3],2038-09 [36],nan,X,281.5,11679757.338796685,5.32,10356454690.252584,10356.454690252584
22,22,a0350751,2350751,350751 (2002 AW),350751,,,Y,Y,20.8,,,,,,,,,,,,,,,,,,,53,2458600.5,58600.0,20190427.0,J2000,0.2563674924896981,1.070814407212537,0.7962924027136166,0.5744047040967981,162.1107145739223,119.2116884326446,64.05836972492105,1.345336411711458,0.8894729911764835,2458528.481658397,20190213.9816584,404.7340431594635,1.10810141864329,0.00489093,1.9034032281,3.76905,5.736,6.8693e-08,6.9231e-09,6.8854e-08,3.6121e-06,0.00026935,0.00026848,2.9826e-05,8.6979e-09,8.626e-09,3.2865e-05,3.9251e-06,APO,Otto Matic,4361.0,2001-12-17,2013-11-25,238.0,,,0.0,0.56225,,,,,,350751 (2002 AW),54,20.8,120 - 538,0,"9.058, 354","9.938, 330",102853,2021-09 [16.7],2022-04 [25],nan,Sk,329.0,18646027.317877166,2.71,8421793835.037767,8421.793835037766
23,23,a0354182,2354182,354182 (2002 DU3),354182,,,Y,Y,20.7,,,,,,,,,,4.4,,,,,Sq,,,,35,2458600.5,58600.0,20190427.0,J2000,0.2382208491474069,1.145273623493116,0.8724455683984583,8.700811458026344,0.6868492103034401,245.5295236093021,294.1872908651284,1.418101678587774,0.804155776262492,2458682.3407466286,20190717.8407466,447.6744564009562,1.22566586283629,0.00732472,2.8505612824,3.61263,5.444,6.1143e-08,3.2669e-09,6.8301e-08,8.3253e-06,2.8546e-05,3.5606e-05,3.9776e-05,4.0451e-09,3.4408e-09,4.9731e-05,1.9155e-06,APO,Otto Matic,5802.0,2002-01-25,2017-12-14,138.0,,,0.0,0.65238,,,,,,354182 (2002 DU3),41,20.7,126 - 564,0,"9.629, 354","9.629, 354",2494,2022-10 [22.6],2040-03 [15],Sq,Sq,345.0,21500863.771627694,2.71,9711539346.24446,9711.539346244459
24,24,a0363305,2363305,363305 (2002 NV16),363305,,,Y,Y,21.4,,,,,,,,,,0.9067,,,,,,,,,91,2458600.5,58600.0,20190427.0,J2000,0.2197855475881662,1.23729114269708,0.9653524313734144,3.501246748559051,183.3304782675702,179.2372410543242,20.15161480850308,1.509229854020746,0.7161371736590311,2458572.360677605,20190329.8606776,502.6969877301804,1.37630934354601,0.0282595,10.997749615,3.93336,5.155,1.792e-09,2.4322e-09,3.92e-09,1.726e-06,4.8508e-05,4.9119e-05,6.2922e-06,2.9667e-09,2.1116e-09,8.7143e-06,1.4823e-06,APO,Otto Matic,5402.0,2002-07-13,2017-04-27,405.0,4.0,0.0,0.0,0.5315,,,,,,363305 (2002 NV16),96,21.4,93 - 414,0,"7.970, 218","9.991, 154",41943,2021-05 [23.8],none,nan,S,253.5,8529675.578258116,2.71,3852813240.628351,3852.813240628351
25,25,a0367943,2367943,367943 Duende (2012 DA14),367943,Duende,,Y,N,24.0,,,,,,,,,,8.724,,,,,,,,,80,2458600.5,58600.0,20190427.0,J2000,0.0893763839921516,0.91031679404713,0.8289559707078693,11.60897052762353,146.9540994951865,195.5803760404092,207.7007433115063,0.9916776173863908,1.134789324471869,2458734.7092786776,20190908.2092787,317.2395018498644,0.868554419849047,0.000607452,0.23640209484,4.12356,6.532,1.6796e-07,1.3697e-07,2.7711e-07,9.9868e-07,1.5347e-07,4.5837e-05,0.00061641,1.4921e-07,2.5611e-07,0.0005734,7.1597e-05,ATE,Otto Matic,364.0,2012-02-23,2013-02-21,1017.0,4.0,4.0,0.0,0.2313,,,,,,367943 Duende (2012 DA14),81,24.0,28 - 123,0,"8.644, 354","9.749, 170",9069,2026-01 [23.1],none,nan,S,75.5,225340.6160056173,2.71,102107233.655771,102.107233655771
26,26,a0382875,2382875,382875 (2004 KE1),382875,,,Y,N,21.7,,,,,,,,,,,,,,,,,,,39,2458600.5,58600.0,20190427.0,J2000,0.1806923674002434,1.298722957513245,1.064053631723131,2.883580624837345,42.77279810911113,283.6530064477626,322.0578300273509,1.533392283303359,0.6659310998239244,2458657.476119576,20190622.9761196,540.5964672549245,1.48007246339473,0.0724892,28.210621964,3.73089,4.988,4.4473e-08,5.7277e-09,5.4531e-08,4.4445e-06,5.6529e-05,6.2565e-05,3.4739e-05,6.7626e-09,4.4054e-09,5.2521e-05,3.5762e-06,AMO,Otto Matic,4642.0,2004-04-21,2017-01-05,124.0,,,0.0,0.6492,,,,,,382875 (2004 KE1),41,21.6,83 - 372,0,"9.479, 354","10.000, 178",28352,2022-10 [21.6],none,nan,Sq,227.5,6165138.326974776,2.71,2784102545.474251,2784.1025454742507
27,27,a0416186,2416186,416186 (2002 TD60),416186,,,Y,N,19.3,,,,,,,,,,2.8513,,,,,,,,,140,2458600.5,58600.0,20190427.0,J2000,0.0825697173930257,1.202040455142444,1.102788314466348,7.412327598711857,62.64891165587241,343.7671539095393,178.583298643162,1.301292595818539,0.7478688551662145,2458361.7104082024,20180831.2104082,481.3678193885874,1.31791326321311,0.116539,45.35348263,3.83715,5.279,4.9238e-08,5.8051e-09,6.0249e-08,3.8508e-06,1.4182e-05,7.6666e-05,0.00010019,6.2845e-09,5.4176e-09,0.00013225,3.4871e-06,AMO,Otto Matic,4625.0,2002-10-05,2015-06-04,908.0,,,0.0,0.41147,,,,,,416186 (2002 TD60),154,19.3,239 - 1069,0,"9.159, 354","9.913, 330",17783,2022-11 [20.8],none,nan,Q,654.0,146464329.3330865,2.71,66153501096.9057,66153.5010969057
28,28,a0417419,2417419,417419 (2006 KL21),417419,,,Y,Y,20.9,,,,,,,,,,,,,,,,,,,51,2458600.5,58600.0,20190427.0,J2000,0.1273633107449841,1.199033586759671,1.046320699455527,9.355167713615142,117.2122570106863,214.2221642707754,220.5970519495714,1.351746474063816,0.7506838127314621,2458786.201284197,20191029.7012842,479.5627585069304,1.31297127585744,0.0477974,18.601314158,3.85688,5.279,8.0395e-08,6.6942e-09,9.196e-08,7.9029e-06,2.9228e-05,3.5669e-05,2.5313e-05,7.5468e-09,6.2866e-09,3.472e-05,4.0161e-06,AMO,Otto Matic,3164.0,2006-05-23,2015-01-20,176.0,,,0.0,0.51687,,,,,,417419 (2006 KL21),58,20.9,116 - 519,0,"8.594, 354","9.990, 162",8458,2022-08 [20.4],2031-07 [34],nan,X,317.5,16758294.230568282,5.32,14859307113.493288,14859.307113493287
