,id,new_spec,est_mass,hydrogen_kg,nitrogen_kg,ammonia_kg,iron_kg,water_kg,nickel_kg,cobalt_kg,magnesium silicate_kg,iron silicate_kg,aluminum_kg,nickel-iron_kg,platinum_kg
224,bK09Y00S,S,16420938.293302037,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6420938293302038e-23,0.0,0.0,0.0,0.0
225,bK10C44O,S,45032927.46607898,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.503292746607898e-23,0.0,0.0,0.0,0.0
226,bK10C55D,S,266407546.28262794,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.66407546282628e-22,0.0,0.0,0.0,0.0
227,bK10C55E,S,1214005231.688236,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.214005231688236e-21,0.0,0.0,0.0,0.0
228,bK10E11X,Sq,88198664.46843934,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.819866446843935e-23,0.0,0.0,0.0,0.0
229,bK10E44N,S,69101058.40151285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.910105840151285e-23,0.0,0.0,0.0,0.0
230,bK10F00T,S,10041291.76734925,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0041291767349251e-23,0.0,0.0,0.0,0.0
231,bK10F09V,X,28808194.249427825,0.0,0.0,0.0,2535121093.949649,0.0,288081942.49427825,14404097.124713913,0.0,0.0,0.0,0.0,0.0
232,bK10G35C,Sq,44849733.58475088,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.4849733584750887e-23,0.0,0.0,0.0,0.0
233,bK10H00A,D,59547791.78731844,0.0,0.0,0.0,0.0,1369.599211108324,0.0,0.0,0.0,0.0,0.0,0.0,0.0
234,bK10J01K,S,58860936.88497363,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.886093688497364e-23,0.0,0.0,0.0,0.0
235,bK10J39T,S,174948897.2089808,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7494889720898082e-22,0.0,0.0,0.0,0.0
236,bK10K07V,C,3471669.575993689,815842.3503585168,3471.669575993689,3471.669575993689,576297.1496149524,694333.9151987378,48603.374063911644,6943.339151987378,0.0,0.0,0.0,0.0,0.0
237,bK10K37J,C,59796870.68010033,14052264.609823577,59796.87068010033,59796.87068010033,9926280.532896655,11959374.136020066,837156.1895214047,119593.74136020066,0.0,0.0,0.0,0.0,0.0
238,bK10P49Y,X,690536483.8053136,0.0,0.0,0.0,60767210574.8676,0.0,6905364838.053136,345268241.9026568,0.0,0.0,0.0,0.0,0.0
239,bK10S00F,Sq,14858372.283744978,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4858372283744978e-23,0.0,0.0,0.0,0.0
240,bK10S00J,S,133085172.27052711,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3308517227052712e-22,0.0,0.0,0.0,0.0
241,bK10S11X,Sq,33662389.02448088,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.3662389024480884e-23,0.0,0.0,0.0,0.0
242,bK10T00E,V,6210869.129700076,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.210869129700076e-24,0.0,0.0,0.0,0.0
243,bK10T19K,Sl,28554166.890030984,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.8554166890030985e-23,0.0,0.0,0.0,0.0
244,bK10U00P,Sq,38264622.98098151,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.826462298098151e-23,0.0,0.0,0.0,0.0
245,bK10V01B,Xc,601239693.6989291,0.0,0.0,0.0,52909093045.50576,0.0,6012396936.98929,300619846.84946454,0.0,0.0,0.0,0.0,3006198.4684946453
246,bK10V11Z,V,10923270.42153786,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0923270421537861e-23,0.0,0.0,0.0,0.0
247,bK10W00B,V,88653773.22198738,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.865377322198738e-23,0.0,0.0,0.0,0.0
248,bK10W07R,V,202748356.5647833,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0274835656478333e-22,0.0,0.0,0.0,0.0
249,bK10W08U,Sq,76361985.52185807,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.636198552185807e-23,0.0,0.0,0.0,0.0
250,bK10W09A,L,10587125.899517631,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0587125899517632e-23,0.0,74109881.29662342,0.0,0.0
251,bK10X03F,Sq,59609948.43526824,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.960994843526824e-23,0.0,0.0,0.0,0.0
252,bK11A03B,Ld,202676316.09544352,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0267631609544354e-22,0.0,0.0,0.0,0.0
253,bK11A04U,Xk,13370928.45726453,0.0,0.0,0.0,1176641704.2392786,0.0,133709284.57264529,6685464.228632265,0.0,0.0,0.0,0.0,0.0
254,bK11A23A,S,132821819.1484404,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3282181914844043e-22,0.0,0.0,0.0,0.0
255,bK11A24M,V,12773181710.267742,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2773181710267743e-20,0.0,0.0,0.0,0.0
256,bK11A37A,S,531420784.59307563,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.314207845930757e-22,0.0,0.0,0.0,0.0
257,bK11A37B,Xk,13460274.378362957,0.0,0.0,0.0,1184504145.2959402,0.0,134602743.78362957,6730137.189181479,0.0,0.0,0.0,0.0,0.0
258,bK11B40P,Sq,10125367.844197696,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0125367844197697e-23,0.0,0.0,0.0,0.0
259,bK11C02G,U,3672635000.097551,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
260,bK11C07Y,X,38310876.55259276,0.0,0.0,0.0,3371357136.628163,0.0,383108765.5259276,19155438.27629638,0.0,0.0,0.0,0.0,0.0
261,bK11C14O,Xk,43554297.17603984,0.0,0.0,0.0,3832778151.4915056,0.0,435542971.7603984,21777148.58801992,0.0,0.0,0.0,0.0,0.0
262,bK11C22E,S,14153571.702929342,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4153571702929344e-23,0.0,0.0,0.0,0.0
263,bK11D00R,Sq,8894911.397910876,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.894911397910876e-24,0.0,0.0,0.0,0.0
264,bK11D00V,S,11126408071.25063,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.112640807125063e-20,0.0,0.0,0.0,0.0
265,bK11D09T,Q,19430854.266837053,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,258721824.56293535,0.0
266,bK11E00K,Sq,933191950.9818074,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.331919509818074e-22,0.0,0.0,0.0,0.0
267,bK11E04S,S,7267883.61585285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.26788361585285e-24,0.0,0.0,0.0,0.0
268,bK11E04X,Sa,44901586.610460654,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.245079330523033e-23,0.0,0.0,0.0,0.0
269,bK11E41E,O,33777912.81924341,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100151511.5090567,42222391.02405426
270,bK11F09S,S,175397788.18137875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7539778818137877e-22,0.0,0.0,0.0,0.0
271,bK11F29Q,Sq,16515573.98455634,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6515573984556342e-23,0.0,0.0,0.0,0.0
272,bK11G59R,Q,155955373.8824857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2076545803.245297,0.0
273,bK11G60D,Sr,1849250169.1376646,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.849250169137665e-21,0.0,0.0,0.0,0.0
274,bK11H05N,T,11079250.45630208,0.0,0.0,0.0,66475502.73781248,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
275,bK11H05O,S,66785619.99452006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.678561999452006e-23,0.0,0.0,0.0,0.0
276,bK11H24O,V,25458999.437617023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5458999437617024e-23,0.0,0.0,0.0,0.0
277,bK11H24P,S,8640500.99094763,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.64050099094763e-24,0.0,0.0,0.0,0.0
278,bK11L02Z,C,9036049.616126388,2123471.659789701,9036.049616126389,9036.049616126389,1499984.2362769805,1807209.9232252778,126504.69462576944,18072.099232252778,0.0,0.0,0.0,0.0,0.0
279,bK11M01W,Sq,1062107907.4524146,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0621079074524148e-21,0.0,0.0,0.0,0.0
280,bK11M03Q,Ld,33226476.947564013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.3226476947564016e-23,0.0,0.0,0.0,0.0
281,bK11O57B,S,6287774.60446916,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.28777460446916e-24,0.0,0.0,0.0,0.0
282,bK11SI9H,S,88441391.67410268,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.844139167410269e-23,0.0,0.0,0.0,0.0
283,bK11U10K,S,22621231.561856482,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.2621231561856484e-23,0.0,0.0,0.0,0.0
284,bK11U63P,X,260908258.65283367,0.0,0.0,0.0,22959926761.449364,0.0,2609082586.5283365,130454129.32641684,0.0,0.0,0.0,0.0,0.0
285,bK11U63V,V,2450317080.246084,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.4503170802460843e-21,0.0,0.0,0.0,0.0
286,bK11UR5X,X,16511891.93535063,0.0,0.0,0.0,1453046490.3108554,0.0,165118919.3535063,8255945.967675315,0.0,0.0,0.0,0.0,0.0
287,bK11UT2C,Sq,532104051.51035154,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.321040515103516e-22,0.0,0.0,0.0,0.0
288,bK11W02U,Q,33632870.1913512,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,447821666.5978412,0.0
289,bK11Y10P,S,45364713.39905025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.5364713399050254e-23,0.0,0.0,0.0,0.0
290,bK11Y62T,K,475115278.94028336,111652090.55096658,475115.27894028334,475115.27894028334,39434568.15204352,47511527.894028336,3325806.9525819835,475115.27894028334,0.0,0.0,0.0,0.0,0.0
291,bK11Y74U,S,403855139.55086964,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0385513955086967e-22,0.0,0.0,0.0,0.0
292,bK12B01N,S,12620028.31085762,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2620028310857622e-23,0.0,0.0,0.0,0.0
293,bK12B13V,S,1213913680.836718,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2139136808367182e-21,0.0,0.0,0.0,0.0
294,bK12B14B,Sq,24988935.643903453,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.4988935643903455e-23,0.0,0.0,0.0,0.0
295,bK12B35A,Sk,132646015.48485479,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.326460154848548e-22,0.0,0.0,0.0,0.0
296,bK12C46P,X,17093447.224610623,0.0,0.0,0.0,1504223355.765735,0.0,170934472.24610624,8546723.612305311,0.0,0.0,0.0,0.0,0.0
297,bK12D04K,S,175155996.63190806,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7515599663190808e-22,0.0,0.0,0.0,0.0
298,bK12D30S,Sq,6312701.255997427,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.3127012559974276e-24,0.0,0.0,0.0,0.0
299,bK12D32Y,S,607606325.9305476,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.076063259305477e-22,0.0,0.0,0.0,0.0
300,bK12D60T,Xk,2753151498.315495,0.0,0.0,0.0,242277331851.76355,0.0,27531514983.15495,1376575749.1577475,0.0,0.0,0.0,0.0,0.0
301,bK12E00C,X,522206301.8849737,0.0,0.0,0.0,45954154565.877686,0.0,5222063018.849737,261103150.94248685,0.0,0.0,0.0,0.0,0.0
302,bK12F23V,X,28584770.35201748,0.0,0.0,0.0,2515459790.977538,0.0,285847703.5201748,14292385.17600874,0.0,0.0,0.0,0.0,0.0
303,bK12F35X,C,4512474.964401663,1060431.6166343908,4512.474964401664,4512.474964401664,749070.8440906762,902494.9928803327,63174.64950162329,9024.949928803328,0.0,0.0,0.0,0.0,0.0
304,bK12G05A,S,75910043.0197424,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.59100430197424e-23,0.0,0.0,0.0,0.0
305,bK12G11V,S,1062475698.5016867,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0624756985016868e-21,0.0,0.0,0.0,0.0
306,bK12H00M,O,44991098.64454501,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,133398607.48107596,56238873.305681266
307,bK12H02B,S,8830657.779164048,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.830657779164049e-24,0.0,0.0,0.0,0.0
308,bK12H25C,S,8146963.208507952,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.146963208507953e-24,0.0,0.0,0.0,0.0
309,bK12H31H,Sr,133230796.28015962,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3323079628015962e-22,0.0,0.0,0.0,0.0
310,bK12H31K,Xk,28929410.836070113,0.0,0.0,0.0,2545788153.57417,0.0,289294108.36070114,14464705.418035056,0.0,0.0,0.0,0.0,0.0
311,bK12K04B,Sq,14430687.695863808,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.443068769586381e-23,0.0,0.0,0.0,0.0
312,bK12L04F,K,25715469.13959887,6043135.247805734,25715.46913959887,25715.46913959887,2134383.9385867063,2571546.913959887,180008.2839771921,25715.46913959887,0.0,0.0,0.0,0.0,0.0
313,bK12M07D,Sq,88068612.11819509,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.80686121181951e-23,0.0,0.0,0.0,0.0
314,bK12P20B,S,28351261.84139519,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.835126184139519e-23,0.0,0.0,0.0,0.0
315,bK12TN1P,Sq,28723814.069368914,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.8723814069368916e-23,0.0,0.0,0.0,0.0
316,bK12U34E,S,266177266.70266232,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.6617726670266233e-22,0.0,0.0,0.0,0.0
317,bK12U68U,Sk,403341939.8918064,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0334193989180643e-22,0.0,0.0,0.0,0.0
318,bK12U68W,Sq,33614493.28193276,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.361449328193276e-23,0.0,0.0,0.0,0.0
319,bK12U68X,V,88694809.22925171,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.869480922925172e-23,0.0,0.0,0.0,0.0
320,bK12U68Y,Sq,24924640.144009065,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.4924640144009067e-23,0.0,0.0,0.0,0.0
321,bK12UD6X,Cb,5653092.36415157,1328476.705575619,5653.09236415157,5653.09236415157,469206.6662245803,565309.236415157,39571.64654906099,5653.09236415157,0.0,0.0,0.0,0.0,0.0
322,bK12UH1K,O,28546016.642966185,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,84638939.34639473,35682520.803707734
323,bK12V05K,Sl,32862505.47166685,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.2862505471666853e-23,0.0,0.0,0.0,0.0
324,bK12V06M,S,17212157.715522267,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7212157715522267e-23,0.0,0.0,0.0,0.0
325,bK12W00H,X,25501840.616131794,0.0,0.0,0.0,2244161974.219598,0.0,255018406.16131794,12750920.308065897,0.0,0.0,0.0,0.0,0.0
326,bK12X55F,X,1044021778.6085762,0.0,0.0,0.0,91873916517.5547,0.0,10440217786.085762,522010889.3042881,0.0,0.0,0.0,0.0,0.0
327,bK12XD2Z,Sq,38057937.87384383,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.805793787384383e-23,0.0,0.0,0.0,0.0
328,bK12Y07D,S,66182991.35123985,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.618299135123986e-23,0.0,0.0,0.0,0.0
329,bK13A27T,Xk,13333688.0953303,0.0,0.0,0.0,1173364552.3890665,0.0,133336880.953303,6666844.04766515,0.0,0.0,0.0,0.0,0.0
330,bK13A53G,V,28838048.152133215,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.8838048152133215e-23,0.0,0.0,0.0,0.0
331,bK13C87W,X,15355720.86309228,0.0,0.0,0.0,1351303435.9521208,0.0,153557208.6309228,7677860.43154614,0.0,0.0,0.0,0.0,0.0
332,bK13D00B,Sq,10643448.292966051,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0643448292966051e-23,0.0,0.0,0.0,0.0
333,bK13E89M,Sq,6399508.170206403,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.399508170206404e-24,0.0,0.0,0.0,0.0
334,bK13G03N,X,344170886.2179208,0.0,0.0,0.0,30287037987.17703,0.0,3441708862.179208,172085443.1089604,0.0,0.0,0.0,0.0,0.0
335,bK13H00O,Sq,7299567.133591361,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.299567133591362e-24,0.0,0.0,0.0,0.0
336,bK13H11O,S,403319232.9044415,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.033192329044415e-22,0.0,0.0,0.0,0.0
337,bK13H11P,S,15002676.81253079,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.500267681253079e-23,0.0,0.0,0.0,0.0
338,bK13J07O,Q,6386901.967875327,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,85041599.70225997,0.0
339,bK13P07A,S,806618726.5773988,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.066187265773988e-22,0.0,0.0,0.0,0.0
340,bK13P38Y,Q,37796742.33694516,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,503263624.2164248,0.0
341,bK13P39A,Sq,6491064.903689121,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.4910649036891216e-24,0.0,0.0,0.0,0.0
342,bK13Q10M,L,59084130.25796774,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.908413025796775e-23,0.0,413588911.8057742,0.0,0.0
343,bK13R09V,Sq,175083739.23166308,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.750837392316631e-22,0.0,0.0,0.0,0.0
344,bK13S20B,K,17249921.113905814,4053731.461767866,17249.921113905813,17249.921113905813,1431743.4524541826,1724992.1113905814,120749.44779734069,17249.921113905813,0.0,0.0,0.0,0.0,0.0
345,bK13S20M,S,22347027.87886795,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.2347027878867953e-23,0.0,0.0,0.0,0.0
346,bK13U01S,Sr,11209490.612644002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1209490612644003e-23,0.0,0.0,0.0,0.0
347,bK13U03B,S,8022449.44014968,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.02244944014968e-24,0.0,0.0,0.0,0.0
348,bK13U09M,C,22974227.21093059,5398943.394568688,22974.22721093059,22974.22721093059,3813721.717014478,4594845.442186118,321639.18095302826,45948.45442186118,0.0,0.0,0.0,0.0,0.0
349,bK13V13M,S,116295349.83732532,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1629534983732533e-22,0.0,0.0,0.0,0.0
350,bK13W44A,Xe,404636005.4763897,0.0,0.0,0.0,35607968481.922295,0.0,4046360054.763897,202318002.73819485,0.0,0.0,0.0,0.0,0.0
351,bK13X20Y,S,11199698.328959888,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1199698328959888e-23,0.0,0.0,0.0,0.0
352,bK13X22A,C,238110910.98729944,55956064.082015365,238110.91098729946,238110.91098729946,39526411.22389171,47622182.19745989,3333552.753822192,476221.8219745989,0.0,0.0,0.0,0.0,0.0
353,bK13Y00G,Sq,14364469.621331707,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4364469621331707e-23,0.0,0.0,0.0,0.0
354,bK13Y02M,L,9671365.332506271,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.671365332506271e-24,0.0,67699557.3275439,0.0,0.0
355,bK13Y02R,Sk,76026037.68745576,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.602603768745577e-23,0.0,0.0,0.0,0.0
356,bK14A05G,Sl,705797311.5233841,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.057973115233842e-22,0.0,0.0,0.0,0.0
357,bK14B32T,Sq,25562374.280706517,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.556237428070652e-23,0.0,0.0,0.0,0.0
358,bK14C13H,Q,59333156.54001904,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,790020979.3303535,0.0
359,bK14C13S,X,199455937.12511715,0.0,0.0,0.0,17552122467.01031,0.0,1994559371.2511716,99727968.56255858,0.0,0.0,0.0,0.0,0.0
360,bK14D00Q,S,37823949.91266376,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.782394991266376e-23,0.0,0.0,0.0,0.0
361,bK14D23F,T,23221848.048495192,0.0,0.0,0.0,139331088.29097116,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
362,bK14DB0V,V,28948198.736418746,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.894819873641875e-23,0.0,0.0,0.0,0.0
363,bK14DB2D,Sq,155392314.96188667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5539231496188668e-22,0.0,0.0,0.0,0.0
364,bK14F37R,Sq,467927418.56782407,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.679274185678241e-22,0.0,0.0,0.0,0.0
365,bK14F38K,X,38041667.69467845,0.0,0.0,0.0,3347666757.1317034,0.0,380416676.9467845,19020833.847339224,0.0,0.0,0.0,0.0,0.0
366,bK14F43Z,C,360033153.10685223,84607790.98011027,360033.15310685226,360033.15310685226,59765503.41573747,72006630.62137045,5040464.143495931,720066.3062137045,0.0,0.0,0.0,0.0,0.0
367,bK14F44A,Sq,33361043.407151338,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.336104340715134e-23,0.0,0.0,0.0,0.0
368,bK14F47P,S,1062290686.3175453,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0622906863175453e-21,0.0,0.0,0.0,0.0
369,bK14G01J,S,75951571.60665701,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.595157160665702e-23,0.0,0.0,0.0,0.0
370,bK14G34D,V,11356593.200658424,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1356593200658425e-23,0.0,0.0,0.0,0.0
371,bK14H02O,K,3272262.5858961623,768981.707685598,3272.2625858961624,3272.2625858961624,271597.7946293815,327226.2585896163,22905.838101273137,3272.2625858961624,0.0,0.0,0.0,0.0,0.0
372,bK14HC3H,V,59443204.441082485,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.944320444108249e-23,0.0,0.0,0.0,0.0
373,bK14J54V,Sr,7005049.761354626,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.005049761354627e-24,0.0,0.0,0.0,0.0
374,bK14J54X,U,59394388.12749811,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
375,bK14J55J,Sq,17246203.15146284,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7246203151462842e-23,0.0,0.0,0.0,0.0
376,bK14K39F,C,8295967.4379892675,1949552.3479274777,8295.967437989268,8295.967437989268,1377130.5947062185,1659193.4875978536,116143.54413184975,16591.934875978535,0.0,0.0,0.0,0.0,0.0
377,bK14L21K,S,7199266.550100362,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.199266550100363e-24,0.0,0.0,0.0,0.0
378,bK14L26L,T,8849825.777512318,0.0,0.0,0.0,53098954.6650739,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
379,bK14M00P,S,6627176.314979618,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.627176314979619e-24,0.0,0.0,0.0,0.0
380,bK14M06A,O,25951375.76607524,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,76945829.14641307,32439219.70759405
381,bK14M17Z,Sr,88170617.09889276,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.817061709889277e-23,0.0,0.0,0.0,0.0
382,bK14N52L,Sq,175677441.28144735,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7567744128144737e-22,0.0,0.0,0.0,0.0
383,bK14N64Z,B,238498184.0702384,56047073.256506026,238498.1840702384,238498.1840702384,2384981840.702384,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
384,bK14O03V,S,306438070.64235955,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0643807064235956e-22,0.0,0.0,0.0,0.0
385,bK14O04C,Sq,12886551.046762925,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2886551046762926e-23,0.0,0.0,0.0,0.0
386,bK14Q33H,V,66504643.5929663,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.650464359296631e-23,0.0,0.0,0.0,0.0
387,bK14Q33J,S,155625846.85716587,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.556258468571659e-22,0.0,0.0,0.0,0.0
388,bK14S01L,Xc,12335171.941630136,0.0,0.0,0.0,1085495130.863452,0.0,123351719.41630137,6167585.970815068,0.0,0.0,0.0,0.0,61675.85970815068
389,bK14S01U,Sq,22074266.18487586,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.2074266184875863e-23,0.0,0.0,0.0,0.0
390,bK14SE3T,Sr,132642390.97113632,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3264239097113632e-22,0.0,0.0,0.0,0.0
391,bK14SQ2J,S,13412829.897349859,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.341282989734986e-23,0.0,0.0,0.0,0.0
392,bK14SU4D,Sa,22637067.714655403,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1318533857327702e-23,0.0,0.0,0.0,0.0
393,bK14T00U,S,21861964.955318842,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1861964955318844e-23,0.0,0.0,0.0,0.0
394,bK14U00Y,Sl,16940059.561417535,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6940059561417536e-23,0.0,0.0,0.0,0.0
395,bK14U07X,L,11483890.898394272,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1483890898394273e-23,0.0,80387236.2887599,0.0,0.0
396,bK14U34V,Sq,28645323.59049091,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.8645323590490915e-23,0.0,0.0,0.0,0.0
397,bK14UB4N,Sq,51053986.43270122,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.105398643270123e-23,0.0,0.0,0.0,0.0
398,bK14V02G,Cb,309616953.87122154,72759984.15973707,309616.9538712216,309616.9538712216,25698207.17131139,30961695.387122154,2167318.677098551,309616.9538712216,0.0,0.0,0.0,0.0,0.0
399,bK14W05C,X,75392955.29273324,0.0,0.0,0.0,6634580065.760525,0.0,753929552.9273324,37696477.64636662,0.0,0.0,0.0,0.0,0.0
400,bK14WK1F,Sq,10785679.484545507,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0785679484545508e-23,0.0,0.0,0.0,0.0
401,bK14WK2W,U,59348088.371423736,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
